Name,CA,PA,PA Min,PA Max
Yassin Hidraoui Akachar,75,-7,110,140
Yatsyk Oleksandr Oleksandrovych,100,-7,110,140
Yaya Fofana,95,-7,110,140
Yeferson Mamani Pantoja,85,-7,110,140
Yeferson Moreno Mosquera,92,-7,110,140
Yegor Pogostnov,96,-7,110,140
Yehonatan Israel Aviv,60,-7,110,140
Yéicar Alberto Perlaza Perea,85,-7,110,140
Yeray Lancha Pérez,82,-7,110,140
Yesit Martínez Salazar,104,-7,110,140
Yilmar Andrés Parra Flórez,70,-7,110,140
Yiriba Coulibaly Diarra,79,-7,110,140
Ylies Aradj,90,-7,110,140
Yllan Okou,90,-7,110,140
Yoan Wakis Koré,96,-7,110,140
Yoan Yvan Akwa Dzou,76,-7,110,140
Yoav Junio,60,-7,110,140
Yodilan Yusset Cruz Toloza,80,-7,110,140
Yoel Agustín Gerez,88,-7,110,140
Yoel Alejandro Marchi,78,-7,110,140
Yomar René Rocha Rodríguez,95,-7,110,140
Yonatan Kay Laish,77,-7,110,140
Yonni La Barbera,75,-7,110,140
Yoram Zague,85,-7,110,140
Yorbe Vertessen,123,140,140,140
Yosthin Axel Mendoza Ramírez,70,-7,110,140
Younes Taha El Idrissi,107,-7,110,140
Youri Baas,110,-7,110,140
Youri José Ochoa Sempertegui,89,-7,110,140
Youri Pieter Regeer,112,-7,110,140
Yousef Qashi,87,-7,110,140
Youssef Abdelnaby Nasr,75,-7,110,140
Youssef Ahmed Hassan,80,-7,110,140
Youssef Amyn,102,-7,110,140
Youssef Osama Nabih,78,-7,110,140
Youssif Dikeni,78,-7,110,140
Yuleiver Mosquera Mena,78,-7,110,140
Yun-Gu Kang,96,-7,110,140
Yunus Emre Çift,105,-7,110,140
Yuri Kevem dos Santos,75,-7,110,140
Yuri Sena dos Reis Batista,88,-7,110,140
Yury Zheleznov,97,-7,110,140
Yusuf Akhamrich,70,-7,110,140
Yusuf Karhan Kabadayı,108,-7,110,140
Yvan Junior Nsangou,65,-7,110,140
Yvan Noh Nafeng,76,-7,110,140
Zach Mitchell,91,-7,110,140
Zach Willis,74,-7,110,140
Zachariah Daniel Robert Marsh,77,-7,110,140
Zahir Ibarra,84,-7,110,140
Zak Ben Emmerson,84,-7,110,140
Zak Norton Sturge,85,-7,110,140
Zak Robert Johnson,78,-7,110,140
Zak Swanson,105,-7,110,140
Zak Thomas Gilsenan,96,-7,110,140
Zakaria Loukili,80,-7,110,140
Zakaria Marjane,81,-7,110,140
Zakaria Ouazane,75,-7,110,140
Žan Jevšenak,101,-7,110,140
Žan Mauricio,90,-7,110,140
Zane Monlouis,84,-7,110,140
Zhdanov Denys Vitaliyovych,70,-7,110,140
Ziad El Sheiwi,105,-7,110,140
Zidane Taylan,82,-7,110,140
Ziyad Larkeche,96,-7,110,140
Zohar Zasano,102,-7,110,140
Zois-Antonio Karagyris,80,-7,110,140
Zsombor Gruber,89,-7,110,140
Alessandro Sersanti,104,139,139,139
Álex Forés Mendoza,113,139,139,139
Alexandr Siljanov,119,139,139,139
Aljaž Antolin,110,139,139,139
Aljoša Vasić,109,139,139,139
Anis Mehmeti,116,139,139,139
Batahov Arsenii Pavlovych,115,139,139,139
Beñat Prados Díaz,115,139,139,139
César Gelabert Piña,116,139,139,139
Cristian Gutiérrez Vizcaíno,119,139,139,139
Daniel Felipe Ruiz Rivera,123,139,139,139
David Møller Wolfe,125,139,139,139
David Nemeth,112,139,139,139
David Strelec,116,139,139,139
Diego Collado Raya,111,139,139,139
Ebeguowen Otasowie,116,139,139,139
Esteban Daniel Obregón,116,139,139,139
Germán Valera Karabinaite,120,139,139,139
Giuseppe Di Serio,108,139,139,139
Henrik Heggheim,109,139,139,139
Jamie Leweling,123,139,139,139
Jayden Jezairo Braaf,114,139,139,139
João Lucas de Souza Cardoso,122,139,139,139
Jofre Carreras Pagés,109,139,139,139
Kamory Doumbia,115,139,139,139
Kofi Balmer,105,139,139,139
Kristoffer-August Sundquist Klaesson,105,139,139,139
Leopold Greiml,117,139,139,139
Loïc Williams Ntambue Kayunba,106,139,139,139
Luca Belardinelli,112,139,139,139
Luciano Emilio Gondou Zanelli,123,139,139,139
Luis Miguel Cruz Hernández,122,139,139,139
Łukasz Łakomy,116,139,139,139
Manuel Gasparini,101,139,139,139
Matthias Seidl,121,139,139,139
Mikołaj Biegański,105,139,139,139
Mohamed Dhaoui,103,139,139,139
Moses Usor,116,139,139,139
Natanael Moreira Milouski,116,139,139,139
Nathan Kirk-Patrick Ferguson,116,139,139,139
Noah Diliberto,107,139,139,139
Oskar Lars Erik Fallenius,109,139,139,139
Roberto Fernández Jaén,115,139,139,139
Rubens Antônio Dias,123,139,139,139
Sava-Aranđel Čestić,110,139,139,139
Semuel Pizzignacco,108,139,139,139
Simone Panada,103,139,139,139
Stephan Negru,103,139,139,139
Tiago Asael Palacios,127,139,139,139
Tomás Lago Pontes Esteves,109,139,139,139
Tomasz Pieńko,107,139,139,139
Željko Samčović,104,139,139,139
Abdihakin Abdulkadir Ali,104,138,138,138
Alexis Francisco Flores,113,138,138,138
Antoine Hainaut,101,138,138,138
Bastián Jean Paul Yáñez Miranda,111,138,138,138
Bryan Silva Teixeira,117,138,138,138
Carlos Jhilmar Lora Saavedra,112,138,138,138
Danila Prokhin,109,138,138,138
David Larrubia Romano,110,138,138,138
David Leonel Zalazar,115,138,138,138
Domen Gril,112,138,138,138
Eiran Joe Cashin,111,138,138,138
Emmanuel Kwaku Yeboah,110,138,138,138
Emmanuel Longelo-Mbule,112,138,138,138
Fabricio Iacovich,105,138,138,138
Fally N'Dofunsu Mayulu,115,138,138,138
Francisco Meira Meixedo,102,138,138,138
Franco Gabriel Ibarra,118,138,138,138
Frederik Jäkel,110,138,138,138
Gabriel Teixeira Aragão,129,138,138,138
Harrison Thomas Clarke,117,138,138,138
Harvey David White,106,138,138,138
Henry David Mosquera Sánchez,125,138,138,138
Iván Martínez Marqués,102,138,138,138
Jadson Meemyas de Oliveira da Silva,126,138,138,138
Jamil Siebert,110,138,138,138
Jan Jakob Olschowsky,112,138,138,138
Javier Llabrés Expósito,115,138,138,138
Jay Matete,109,138,138,138
Jesús Lázaro Owono Ngua Akeng,113,138,138,138
John Kennedy Batista de Souza,124,138,138,138
Jorge Alejandro Rodríguez Hernández,103,138,138,138
Julián Malatini,120,138,138,138
Kayky da Silva Chagas,108,138,138,138
Louis Munteanu,118,138,138,138
Luan Cândido de Almeida,128,138,138,138
Lucas Felipe Calegari,124,138,138,138
Luis Francisco Sánchez Mosquera,107,138,138,138
Lukáš Vorlický,105,138,138,138
Lyle Brent Foster,128,138,138,138
Maik Nawrocki,113,138,138,138
Matteo Meisl,114,138,138,138
Maurício Magalhães Prado,128,138,138,138
Mikkel Kaufmann Sørensen,122,138,138,138
Mohamed Wael Derbali,110,138,138,138
Naatan Skyttä,113,138,138,138
Novak Tepšić,105,138,138,138
Oussama El Azzouzi,115,138,138,138
Oz Bilu,94,138,138,138
Parfait Guiagon,120,138,138,138
Paulo Guilherme Gonçalves Bernardo,119,138,138,138
Raúl Blanco Juncal,105,138,138,138
Riccardo Ciervo,111,138,138,138
Rodrigo Nestor Bertalia,128,138,138,138
Rodrigo Uriel Atencio,106,138,138,138
Salvador Rodríguez Morales,92,138,138,138
Sam Bell,118,138,138,138
Samuel Jumpe Soares,115,138,138,138
Sandry Roberto Santos Goes,120,138,138,138
Shurandy Ruggerio Sambo,121,138,138,138
Simone Canestrelli,119,138,138,138
Teden Mambuene Mengi,106,138,138,138
Thomas Beelen,117,138,138,138
Thomas van den Belt,115,138,138,138
Tiago Benjamín Cravero,106,138,138,138
Tomáš Čvančara,125,138,138,138
Tomás Romano Pereira dos Santos Händel,123,138,138,138
Vicente Taborda,122,138,138,138
Wellington Moisés Ramírez Preciado,127,138,138,138
Xavier Tshimanga Kamaluba Ntite Mukendi Mpoyi Mbuyamba,107,138,138,138
Željko Gavrić,115,138,138,138
Ahmed Abdelrehim,83,137,137,137
Ajibola Joshua Odunayo Afolarin Alese,119,137,137,137
Albion Rrahmani,117,137,137,137
Alessandro Marcandalli,116,137,137,137
Alexandre Tounde Dimitri Jankewitz,114,137,137,137
Álvaro Carrillo Alacid,112,137,137,137
Andrés Anarbol Montaño Mora,101,137,137,137
Anouar Ait El Hadj,112,137,137,137
Bernhard Zimmermann,108,137,137,137
Bryan Keith Reynolds,119,137,137,137
Carlos Andrés Paternina Molina,98,137,137,137
Cas Odenthal,118,137,137,137
Cody Callum Pierre Drameh,116,137,137,137
Cristian Gonzalo Olivera Ibarra,130,137,137,137
Djevencio van der Kust,117,137,137,137
Edvard Sandvik Tagseth,119,137,137,137
Ewoud Pletinckx,112,137,137,137
Felix Khonde Mambimbi,117,137,137,137
Franco Zapiola Yamartino,118,137,137,137
Gabriel Fortes Chaves,125,137,137,137
George Bello,112,137,137,137
Hernán Darío López Muñoz,125,137,137,137
Ibrahim Salah,114,137,137,137
Iker Benito Sánchez,114,137,137,137
Ilja Agapov,107,137,137,137
Jean Carlos Colorado Sánchez,112,137,137,137
Jensen Guy Weir,105,137,137,137
Joaquín Romeo Blázquez,112,137,137,137
José Castillo Pérez,104,137,137,137
Joselpho Barnes,114,137,137,137
Jošt Pišek,105,137,137,137
Jovanny David Bolívar Alvarado,112,137,137,137
Julian Niehues,115,137,137,137
Kevin Duván Castaño Gil,120,137,137,137
Kevin Villodres Medina,117,137,137,137
Lewin Blum,121,137,137,137
Liberato Gianpaolo Cacace,118,137,137,137
Luka Marić,101,137,137,137
Lukas Gütlbauer,112,137,137,137
Manuel Agustín Duarte,120,137,137,137
Matías Emanuel Godoy,115,137,137,137
Matías Gonzalo Lugo,105,137,137,137
Maxim De Cuyper,119,137,137,137
Michał Rakoczy,112,137,137,137
Michele Besaggio,109,137,137,137
Mirko Topić,115,137,137,137
Mustapha Lawal,101,137,137,137
Nelson Daniel Palacio Ruiz,113,137,137,137
Nicolas Alavoine,101,137,137,137
Niklas Tauer,117,137,137,137
Olakunle Junior Olusegun,124,137,137,137
Santiago Daniel Pierotti,124,137,137,137
Santiago Gabriel Montiel,119,137,137,137
Santiago Simón,117,137,137,137
Sergej Joksimović,100,137,137,137
Somiari Alalibo,101,137,137,137
Svetoslav Velislavov Vutsov,110,137,137,137
Thijs Dallinga,128,137,137,137
Tim Stanislaw Schreiber,101,137,137,137
Toluwalase Emmanuel Arokodare,121,137,137,137
Tomás Alejandro Ahumada Oteiza,104,137,137,137
Tyler Goodrham,107,137,137,137
Vicente Andrés Felipe Federico Besuijen,107,137,137,137
Vincent Edafe Patrick,101,137,137,137
Yeferson Paz Blandón,103,137,137,137
Zion Suzuki,101,137,137,137
Abraham Del Moral Rando,111,136,136,136
Adrian Zeljković,100,136,136,136
Alessandro Pio Riccio,101,136,136,136
Alexandre de Almeida Silva Júnior,110,136,136,136
Aliyu Ibrahim,111,136,136,136
Álvaro Martín Frías,104,136,136,136
Andrei Moţoc,90,136,136,136
Ángel Eduardo Zapata Praga,98,136,136,136
Ángel Fortuño Viñas,100,136,136,136
Bruno Barticciotto,116,136,136,136
Bruno Conceição Praxedes,122,136,136,136
Chris Emanuel Mamengi,111,136,136,136
Daniel Villahermosa Martínez,104,136,136,136
David de la Víbora Bonilla,95,136,136,136
Diego Stramaccioni,92,136,136,136
Edoardo Corvi,105,136,136,136
Edoardo Vergani,106,136,136,136
Edson Armando Rivas Vielma,110,136,136,136
Ethan Erhahon,113,136,136,136
Etienne Youte Kinkoue,100,136,136,136
Facundo Nahuel Echevarría,110,136,136,136
Fisnik Asllani,110,136,136,136
Frans Krätzig,112,136,136,136
Geny Cipriano Catamo,120,136,136,136
Ignacio Martín Gómez,108,136,136,136
Irakli Azarovi,111,136,136,136
James William Morris,112,136,136,136
Jarne Steuckers,104,136,136,136
Jhonatan dos Santos Rosa,110,136,136,136
João Diogo Fonseca Ferreira,118,136,136,136
João Pedro Oliveira Gonçalves,121,136,136,136
Joel Bichsel,100,136,136,136
Jomaine Ellay Consbruch,110,136,136,136
Josué Casimir,113,136,136,136
Kaiky Marques Naves,105,136,136,136
Lee David Buchanan,118,136,136,136
Leonardo Borges da Silva,106,136,136,136
Leonardo Daniel Ulineia Buta,123,136,136,136
Leonardo Naldi de Matos,114,136,136,136
Loris Mouyokolo,106,136,136,136
Luan Patrick Wiedthauper,120,136,136,136
Luca Unbehaun,101,136,136,136
Lucas Alexandre Galdino de Azevedo,114,136,136,136
Mamadou Kaly Sène,114,136,136,136
Mateo Ignacio Maccari,113,136,136,136
Mathias Flaga Olesen,116,136,136,136
Mathijs Tielemans,114,136,136,136
Max Geschwill,111,136,136,136
Mehmet Can Aydın,116,136,136,136
Mohamed Aziz Ouattara,113,136,136,136
Moussa Diarra,118,136,136,136
Nathan Santos de Araújo,119,136,136,136
Nik Prelec,110,136,136,136
Niko Galešić,113,136,136,136
Niko Vukančić,100,136,136,136
Nikolas Polster,100,136,136,136
Nilton Varela Lopes,112,136,136,136
Ousmane Kokoé Coumbassa,100,136,136,136
Pablo Moreno Taboada,111,136,136,136
Paul Komposch,111,136,136,136
Rokas Pukštas,105,136,136,136
Ronald Pereira Martins,124,136,136,136
Simon Emil Spari,100,136,136,136
Stefan Feiertag,111,136,136,136
Tanguy Coulibaly,121,136,136,136
Valentín Depietri,116,136,136,136
Víctor Mollejo Carpintero,119,136,136,136
Youssouph Mamadou Badji,111,136,136,136
Adem Doğan,100,135,135,135
Alberto Marí Sánchez,119,135,135,135
Alessandro Cortinovis,107,135,135,135
Alessandro Russo,103,135,135,135
Alexander Cole Mighten,108,135,135,135
Alexi Paul Pitu,115,135,135,135
Alfonso Pastor Vacas,110,135,135,135
Aliou Badara Traore,100,135,135,135
Anass Salah-Eddine,111,135,135,135
Andrija Radulović,109,135,135,135
Anthony Oyono Omva Torque,117,135,135,135
Anton Gaaei,121,135,135,135
Arif Boşluk,95,135,135,135
Armando Shashoua,111,135,135,135
Arnau Ortiz Sánchez,110,135,135,135
Aviel Yosef Zargari,88,135,135,135
Ayoub Assal,100,135,135,135
Bautista Kociubinski,116,135,135,135
Beau Reus,99,135,135,135
Ben Greenwood,100,135,135,135
Bernardo Maria Morais Cardoso Vital,118,135,135,135
Bruno Javier Leyes Soria,117,135,135,135
Carl Oliver Zandén,117,135,135,135
Carlos Domínguez Cáceres,117,135,135,135
Carlos Martín Domínguez,112,135,135,135
Cassius Mailula,115,135,135,135
Cezary Miszta,105,135,135,135
Christian Diego Pastina,107,135,135,135
Chukwubuikem Ikwuemesi,114,135,135,135
Colin Noah Kleine-Bekel,108,135,135,135
Daniel Eduardo Juárez,117,135,135,135
Daniel Enrique González Orellana,115,135,135,135
Darío Hidalgo Tejada,103,135,135,135
Diego Campillo Del Campo,111,135,135,135
Diego Moreno Garbayo,111,135,135,135
Diego Pertejo Canseco,110,135,135,135
Dirk Wanner Proper,114,135,135,135
Doron Leidner,110,135,135,135
Edoardo Iannoni,108,135,135,135
Eitan Azulay,112,135,135,135
Emilio Giuseppe Kehrer,110,135,135,135
Eren Sami Dinkci,117,135,135,135
Eric Andre Kahl,112,135,135,135
Eric dos Santos Rodrigues,126,135,135,135
Erik Benjamin Nygren,115,135,135,135
Federico Bonini,104,135,135,135
Federico Gabriel Losas,108,135,135,135
Felipe Peña Biafore,121,135,135,135
Fernando Henrique do Nascimento Pereira,108,135,135,135
Finley Jude William Back,108,135,135,135
Francisco Javier Delgado Rojano,100,135,135,135
Franco Martín Díaz,118,135,135,135
Gastón Benedetti Taffarel,117,135,135,135
Gian Marco Crespi,97,135,135,135
Guillermo Balzi,112,135,135,135
Gustavo Mantuan,123,135,135,135
Harald Nilsen Tangen,115,135,135,135
Heron Crespo da Silva,102,135,135,135
Ime Daniel Okon,99,135,135,135
Isaac Lihadji,110,135,135,135
Isak Dybvik Määttä,107,135,135,135
Ísak Snær Þorvaldsson,113,135,135,135
Ismet Lushaku,104,135,135,135
Ivan Brnić,110,135,135,135
Iván Ezequiel Leguizamón,117,135,135,135
Ivan Orlinov Yordanov,113,135,135,135
Jack Edward Rudoni,116,135,135,135
Jack Robert Vale,106,135,135,135
Jackson Tchatchoua,108,135,135,135
Jahaziel Marchand Herrera,91,135,135,135
Jake Joseph Garrett,108,135,135,135
Jakub Kadák,116,135,135,135
James Scott,102,135,135,135
Jamie John Roche,114,135,135,135
Janis Antiste,112,135,135,135
Jeremy Mpobi Ngakia,112,135,135,135
Jesús Abdallah Castillo Molina,112,135,135,135
Jesús Alejandro Gómez Molina,95,135,135,135
Jesús Daniel Hernández Casiano,102,135,135,135
Joan Onofre López Reina,101,135,135,135
John Anthony Mercado Cuero,95,135,135,135
Jonas Jensen-Abbew,105,135,135,135
Jonathan Edward Russell,106,135,135,135
Jorge Moreno San Vidal,106,135,135,135
José Carlos León Amate,85,135,135,135
Juan Francisco Bisanz,123,135,135,135
Juan Román Zarza,110,135,135,135
Junior Tchamadeu,104,135,135,135
Kai Cipot,110,135,135,135
Kajetan Szmyt,105,135,135,135
Karl Daniel Bernhard Strindholm,85,135,135,135
Kartal Kayra Yılmaz,115,135,135,135
Kevin Ackermann,107,135,135,135
Kevin Enkido Yakob,112,135,135,135
Kevin Miguel Ángel López,115,135,135,135
Kevin Ortiz,121,135,135,135
Ki-Jana Delano Hoever,121,135,135,135
Kryskiv Dmytro Ihorovych,124,135,135,135
Kwadwo Opoku,113,135,135,135
Lautaro Darío Giaccone Lescano,122,135,135,135
Leider Sebastián Berdugo Ruíz,115,135,135,135
Lewis Brunt,99,135,135,135
Lino Björn Kasten,113,135,135,135
Louie Joseph Sibley,108,135,135,135
Luca Kronberger,112,135,135,135
Luca Philipp,109,135,135,135
Lucas Da Cunha,116,135,135,135
Lucas Figueiredo dos Santos,120,135,135,135
Lucas Paul de los Santos Ruiz Díaz,119,135,135,135
Lucas Pires Silva,120,135,135,135
Luis Felipe Félix Ontiveros,94,135,135,135
Luka Vešner Tičić,109,135,135,135
Łukasz Bejger,95,135,135,135
Mads Hedenstad Christiansen,119,135,135,135
Maico Alejandro Quiroz,113,135,135,135
Mamadou Sangaré,110,135,135,135
Marc Henry Leonard,97,135,135,135
Marco Moreno Ojeda,110,135,135,135
Marvin Çuni,112,135,135,135
Matisse Samoise,112,135,135,135
Mihály Kata,113,135,135,135
Mike Alexander Cevallos Yaguachi,94,135,135,135
Mohamad Rihanieh,105,135,135,135
Mohamed Adem Ouertani,92,135,135,135
Mohamed Amine Jebali,100,135,135,135
Mohamed Bamba,110,135,135,135
Mohamed Reda Mohamed Abouelfetouh,110,135,135,135
Mohammed Gadafi Fuseini,112,135,135,135
Mootez Zaddem,109,135,135,135
Musa Qurbanlı,105,135,135,135
Natan Girma,110,135,135,135
Nayel Mehssatou Sepúlveda,110,135,135,135
Nicolas Galazzi,112,135,135,135
Nikola Sekulov,107,135,135,135
Oluwafisayo Faruq Dele-Bashiru,109,135,135,135
Omar Faraj,102,135,135,135
Omar Rekik,106,135,135,135
Oscar Aga,101,135,135,135
Osher Davida,113,135,135,135
Oussema Abid,116,135,135,135
Pablo Agustín Minissale,122,135,135,135
Pablo Gozálbez Gilabert,110,135,135,135
Pablo Rodríguez Delgado,113,135,135,135
Paolo Gozzi Iweru,101,135,135,135
Patrick John Lane,107,135,135,135
Patrik Sigurður Gunnarsson,114,135,135,135
Pau Víctor Delgado,110,135,135,135
Paulo Vitor Leal Sousa Lima,105,135,135,135
Petar Stanić,110,135,135,135
Rafael Julián Lutiger Vidalón,99,135,135,135
Ramiro Enrique Paz,122,135,135,135
Răzvan Sergiu Sava,109,135,135,135
Riccardo Fogliata,101,135,135,135
Robert Voloder,111,135,135,135
Rodrigo Alves de Holanda Santos,110,135,135,135
Rodrigo Ezequiel Herrera,115,135,135,135
Roy Revivo,111,135,135,135
Ryan James Longman,115,135,135,135
Samuel Lloyd Tickle,104,135,135,135
Samuel Peter Barnes,103,135,135,135
Santiago Martín Ramos Mingo,118,135,135,135
Sergio Barcia Laranxeira,107,135,135,135
Sergio Santos Fernández,100,135,135,135
Sidnei Wilson Vieira David Tavares,105,135,135,135
Sikan Danylo Yaroslavovych,125,135,135,135
Souffian El Karouani,117,135,135,135
Tashreeq Matthews,116,135,135,135
Thapelo Maseko,108,135,135,135
Thierno Mamadou Lamarana Ballo,113,135,135,135
Thomas Luciano Trindade Mathias,111,135,135,135
Þórir Jóhann Helgason,109,135,135,135
Tim Lemperle,110,135,135,135
Tyreece Romayo John-Jules,112,135,135,135
Uroš Milovanović,110,135,135,135
Uziel Amin García Martínez,105,135,135,135
Vitaly Botnar,104,135,135,135
Vyacheslav Litvinov,114,135,135,135
Werik Silva Pinto,107,135,135,135
Yannick Pandor,100,135,135,135
Yuri Casermeiro,102,135,135,135
Zico Buurmeester,108,135,135,135
Zurab Davitashvili,118,135,135,135
Alan Francisco Rodríguez Armoa,123,134,134,134
Àlex Rico Pico,95,134,134,134
Alexis Amadeo Sabella,111,134,134,134
Amar Begić,82,134,134,134
Amin Sarr,120,134,134,134
Bledian Krasniqi,111,134,134,134
Brais,109,134,134,134
Bruno Gomes da Silva Clevelário,122,134,134,134
Christoph Lang,109,134,134,134
Danilo Filipe Melo Veiga,110,134,134,134
Darlin Zidane Yongwa Ngameni,116,134,134,134
Emanuele Zuelli,102,134,134,134
Emir Saitoski,101,134,134,134
Ennio van der Gouw,109,134,134,134
Estevão Barreto de Oliveira,108,134,134,134
Fernando Tapia Méndez,119,134,134,134
Francisco Agustín González,118,134,134,134
Francisco Perruzzi Ambrosini,119,134,134,134
Franco Daryl Tongya Heubang,109,134,134,134
Franco Tomás Ortellado,109,134,134,134
Fredrik Sjøvold,113,134,134,134
Gerson Romario Vázquez Ogara,86,134,134,134
Gustavo Garcia dos Santos,107,134,134,134
Gustavo Martins de Souza Santos,109,134,134,134
Ilan Benjamin Sauter,100,134,134,134
Ilyas Chouaref,111,134,134,134
Ismael Casas Casado,110,134,134,134
Ismael Gutiérrez Montilla,108,134,134,134
Jhoanner Stalin Chávez Quintero,113,134,134,134
João Paulo Ribeiro Sovinski,107,134,134,134
José María Saldaña Baeza,98,134,134,134
José Vitor Geminiano Cavalieri,98,134,134,134
Julian von Moos,115,134,134,134
Kayne Bonnevie,98,134,134,134
Kevin Andrés Zenón,118,134,134,134
Kevin Jensen,99,134,134,134
Killian Francis Phillips,94,134,134,134
Lasse Finn Rieß,110,134,134,134
Leonardo Javier Realpe Montaño,123,134,134,134
Lincoln Correa dos Santos,120,134,134,134
Marco Burch,117,134,134,134
Martin Njøten Palumbo,94,134,134,134
Mateus Ferreira,107,134,134,134
Mathis Lachuer,102,134,134,134
Matías Emanuel Segovia Torales,118,134,134,134
Matteo di Giusto,122,134,134,134
Morgan Reece Whittaker,120,134,134,134
Moussa Balla Conté,106,134,134,134
Moussa Sissako,109,134,134,134
Niko Janković,116,134,134,134
Oriol Soldevila Puig,101,134,134,134
Pablo Ramón Parra,111,134,134,134
Péter Baráth,102,134,134,134
Rafael Alexandre Sousa Gancho Brito,110,134,134,134
Rubchynskyi Valentyn Mykolaiovych,102,134,134,134
Scott John High,99,134,134,134
Sem Steijn,116,134,134,134
Simon Asta,116,134,134,134
Solomon Brynn,101,134,134,134
Steve Régis Mvoué,102,134,134,134
Thomas Gundelund Nielsen,103,134,134,134
Unai Marrero Larrañaga,104,134,134,134
Vasilis Zagaritis,120,134,134,134
Wale Musa Alli,110,134,134,134
Welington Damascena Santos,123,134,134,134
Zakaria El Ouahdi,111,134,134,134
Abiel Alessio Osorio,113,133,133,133
Adam Sørensen,120,133,133,133
Adem Garreb,103,133,133,133
Alejandro García Castillo,116,133,133,133
Alessandro Mercati,99,133,133,133
Álex Blesa Pina,105,133,133,133
Anis Ben Slimane,116,133,133,133
Apostolis Konstantopoulos,97,133,133,133
Bali Mumba,122,133,133,133
Bojan Balaž,99,133,133,133
Caio Vidal Rocha,119,133,133,133
Christiaan Ravych,97,133,133,133
Chrystian Amaral Barletta de Almeida,110,133,133,133
Claudiu Adrian Mihai Petrila,117,133,133,133
Daniel Queipo Menéndez,108,133,133,133
David Rodriguez,88,133,133,133
Denilson Alves Borges,123,133,133,133
Diego Sebastián Huesca Colmán,107,133,133,133
Dušan Stojinović,104,133,133,133
Elías Oscar Calderón,108,133,133,133
Elijah Akanni,101,133,133,133
Fabrizio Fernando Roca Reyes,108,133,133,133
Facundo Agustín Cáseres,110,133,133,133
Facundo Valentín Lencioni,117,133,133,133
Franuel Amaya,115,133,133,133
Frederik Franck Winther,110,133,133,133
Gastón Nicolás Verón,117,133,133,133
Gil Cohen,109,133,133,133
Gonçalo Baptista Franco,116,133,133,133
Héctor Hipólito Holguín Pérez,97,133,133,133
Hector Matthew Kyprianou,110,133,133,133
Ignacio Emanuel Gutiérrez,101,133,133,133
Jonathan Andrea Spedalieri,92,133,133,133
Juan Manuel Cuesta Baena,110,133,133,133
Juan Santos da Silva,120,133,133,133
Justin Pete Hammel,113,133,133,133
Kimberly Chiwetalu Akwaeze Ezekwem,108,133,133,133
Kwame Afriyie Adubofour Poku,110,133,133,133
