Inf,Name,UID,Best Pos,Best Role,Best Duty,Pros,Cons,Position,Club,On Loan From,Based,Asking Price,Salary,Expires,Nat,2nd Nat,Home Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Yth Gls,Yth Apps,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Goals Outside Box,FK Shots,OP-Cr %,Tck A,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,Gl Mst,Hdrs L/90,K Tck/90,K Hdrs/90,Sprints/90,xGP/90,Blk,xG/shot,xGP,Clr/90,Blk/90,Conv %,Crs A/90,Cr C/90,Dist/90,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,All/90,Shutouts,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,AT Apps,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Pts/Gm,NP-xG/90,NP-xG,Last Gl,Last C,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Won,G. Mis,Lost,D,Gwin,xG/90,xG-OP,xA/90,xA,Cln/90,Mins/Gl,AT Lge Gls,AT Lge Apps,AT Gls,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,decimal_height,decimal_weight
,Mohamed Aboubakar,2000097557,-,Unknown,Unknown,Unknown,Unknown,AM (C),Fovu Club,,Cameroon (Elite One),-,"$3,900 p/a",2026-06-30,CMR,,-,"6'4""",178 lbs,Unknown,25.0,,Scouting Required,Unknown,1,1.0,90.0,90.0,7.2,,,0.0,,2.0,1.0,0.5,2.0,1.0,0.0,0.0,,0.0,0.18,0.0,,0.0,,1.0,1.0,32.0,32.0,30.0,30.0,0.94,6.0,0.0,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,14.0,14.0,5.0,21.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,9.0,0.0,0.0,11.0,,0.0,0.09,,2.0,,,6.0,0.0,0.0,3.0,0.0,7.0,10.0,10.0,1.0,1.0,0.1,0.0,3.0,3.0,,0.0,0.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,0.0,44.0,,0.0,2.0,,0.0,1.35,0.18,0.18,,,,,,,,,0.0,,1.0,0.0,,0.18,-0.18,0.0,0.0,,,12.0,43.0,12.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,178
,Maël Dindjeke,2000097551,-,Unknown,Unknown,Unknown,Unknown,ST (C),YOSA,,Cameroon (Elite Two),-,"$3,900 p/a",,CMR,,-,"5'7""",154 lbs,Unknown,27.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,56.0,14.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,154
,Ikenna Offor,2000097521,-,Unknown,Unknown,Unknown,Unknown,M (L),Kwara Utd,,Nigeria (NPFL),-,"$10,750 p/a",2027-07-31,NGA,,-,"5'9""",165 lbs,Unknown,28.0,,Scouting Required,Unknown,3,3.0,259.0,86.33,7.4,,,0.0,,2.0,1.0,0.5,0.69,0.35,0.0,0.0,,0.0,0.15,0.0,,0.0,,7.0,2.43,82.0,28.49,61.0,21.2,0.74,16.0,4.0,,10.0,0.0,0.0,0.25,6.0,0.0,0.0,0.0,2.78,8.0,2.08,6.0,8.69,25.0,5.91,14.94,2.08,6.0,1.39,4.0,5.56,16.0,0.0,2.78,0.0,0.0,7.3,,1.0,0.07,,1.39,0.35,,5.56,1.39,0.0,3.47,2.0,21.4,15.0,5.21,7.0,2.43,0.47,0.0,5.0,1.74,,1.0,0.0,0.0,9.0,3.13,4.0,,,,,,,,,,,,1.0,112.0,,1.04,0.35,,3.0,1.75,0.05,0.15,,,,,,,,,2.0,,0.0,1.0,,0.05,-0.15,0.14,0.41,,,10.0,111.0,10.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,165
,Issa Keïta,12078767,-,Unknown,Unknown,Unknown,Unknown,AM (R),ASKO de Kara,,Togo (Première Division du Togo),-,"$3,100 p/a",,MLI,,-,"5'9""",156 lbs,Unknown,27.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,75.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,156
Inj,Alao Godwin,2000097439,-,Unknown,Unknown,Unknown,Unknown,"AM (RC), ST (C)",El Kanemi Warriors,,Nigeria (NPFL),-,"$36,000 p/a",2027-07-31,NGA,,-,"6'3""",187 lbs,Unknown,21.0,,Scouting Required,Unknown,6,6.0,463.0,141.5,7.58,,,6.0,1.17,29.0,13.0,0.45,5.64,2.53,0.0,0.0,,2.0,3.71,0.0,,0.0,,2.0,0.39,115.0,22.35,90.0,17.49,0.78,7.0,0.0,,6.0,0.0,0.0,0.0,6.0,0.39,0.0,0.0,0.78,4.0,1.17,6.0,4.08,21.0,4.67,10.5,0.39,2.0,0.0,0.0,1.36,7.0,0.0,3.89,0.0,0.0,8.94,,1.0,0.13,,1.17,0.19,0.21,1.36,0.0,0.0,1.17,9.0,39.1,62.0,12.05,42.0,8.16,0.68,0.0,5.0,0.97,,4.0,0.0,0.0,6.0,1.17,6.0,,,,,,,,,,,,1.0,125.0,,4.37,2.37,,15.0,3.2,0.72,3.71,81.0,,,,,,,,3.0,,1.0,2.0,,0.72,2.29,0.02,0.11,,0.0,29.0,120.0,34.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,187
Ask,Kalu Nweke,2000097429,-,Unknown,Unknown,Unknown,Unknown,M (C),Enugu Rangers IFC,,Nigeria (NPFL),-,"$5,250 p/a",,NGA,,-,"6'0""",160 lbs,Unknown,26.0,,Scouting Required,Unknown,3,3.0,270.0,90.0,6.87,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,5.0,1.67,143.0,47.67,137.0,45.67,0.96,0.0,0.0,,4.0,0.0,0.0,,1.0,0.0,0.0,0.0,5.33,16.0,0.33,1.0,12.0,36.0,9.0,13.67,1.67,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.33,,2.0,0.0,,1.33,0.67,,0.0,0.0,0.0,1.33,1.0,20.5,7.0,2.33,1.0,0.33,0.14,0.0,1.0,0.33,,0.0,0.0,0.0,7.0,2.33,4.0,,,,,,,,,,,,0.0,142.0,,1.67,1.67,,5.0,1.45,0.0,0.0,,,,,,,,,1.0,,1.0,1.0,,0.0,0.0,0.04,0.11,,,15.0,141.0,15.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,160
,Alioune Niang,12093950,-,Unknown,Unknown,Unknown,Unknown,GK,ASCE Linguère,,Senegal (Ligue 1 StarTimes),-,"$12,000 p/a",2026-07-31,SEN,,-,"6'1""",160 lbs,Unknown,22.0,,Scouting Required,Unknown,-,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,160
,Man-Ykre Dangmo,2000095825,-,Unknown,Unknown,Unknown,Unknown,AM (C),Colombe Sportive,,Cameroon (Elite One),-,"$15,500 p/a",2027-06-30,CMR,,-,"5'9""",167 lbs,Unknown,28.0,,Scouting Required,Unknown,2,2.0,108.0,108.0,6.95,,,1.0,0.83,3.0,2.0,0.67,2.5,1.67,0.0,0.0,,0.0,0.28,3.0,3.65,0.0,,0.0,,38.0,31.67,35.0,29.17,0.92,0.0,0.0,,2.0,0.0,0.0,,2.0,0.83,0.0,0.0,0.83,1.0,1.67,2.0,9.17,11.0,10.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,8.33,,1.0,0.09,,0.0,0.83,0.33,0.0,0.0,0.0,1.67,1.0,10.0,9.0,7.5,2.0,1.67,0.22,0.0,2.0,1.67,,2.0,1.0,0.0,2.0,1.67,0.0,,,,,,,,,,,,0.0,42.0,,2.65,2.65,,1.0,2.8,0.23,0.28,101.0,,,,,,,,0.0,,1.0,1.0,,0.23,0.72,0.26,0.31,,0.0,3.0,32.0,7.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,167
,Ibrahim Harouna,12094751,-,Unknown,Unknown,Unknown,Unknown,ST (C),Cotonsport,,Cameroon (Elite One),-,"$11,500 p/a",2026-06-30,NIG,,-,"5'11""",154 lbs,Unknown,22.0,,Scouting Required,Unknown,3 (2),3.0,295.0,112.83,7.04,,,2.0,0.61,8.0,4.0,0.5,2.44,1.22,0.0,0.0,,3.0,0.98,1.0,0.43,1.0,0.31,5.0,1.53,76.0,23.19,65.0,19.83,0.86,3.0,0.0,,8.0,0.0,0.0,0.0,4.0,0.61,0.0,0.0,0.92,3.0,2.14,7.0,7.93,26.0,3.36,6.41,1.53,5.0,0.0,0.0,0.92,3.0,0.0,9.76,0.0,0.0,5.49,,1.0,0.12,,0.61,0.31,0.25,0.92,0.0,0.0,2.44,0.0,24.1,38.0,11.59,6.0,1.83,0.16,0.0,4.0,1.22,,5.0,0.0,0.0,4.0,1.22,2.0,,,,,,,,,,,,0.0,45.0,,5.87,0.87,,8.0,4.75,0.3,0.98,209.0,,,,,,,,3.0,,1.0,1.0,,0.3,1.02,0.15,0.5,,0.0,10.0,28.0,19.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,154
,Mahmoudou Togo,12094951,-,Unknown,Unknown,Unknown,Unknown,AM (C),CF Rahimo,,Burkina Faso (Fasofoot D1),-,"$6,500 p/a",2026-06-30,MLI,,-,"6'3""",171 lbs,Unknown,26.0,,Scouting Required,Unknown,7,7.0,630.0,90.0,7.81,,,0.0,,13.0,7.0,0.54,1.86,1.0,0.0,0.0,,0.0,1.24,0.0,,2.0,0.29,0.0,,140.0,20.0,105.0,15.0,0.75,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1,,0.0,,,0.0,0.0,0.0,,15.0,0.0,0.0,,,,,0.0,8.0,1.14,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,1.0,122.0,,0.0,0.0,,0.0,1.15,0.18,1.24,,,,,,,,,0.0,,0.0,7.0,,0.18,-1.24,0.06,0.41,,,9.0,122.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,171
,John Nchindo,2000094823,-,Unknown,Unknown,Unknown,Unknown,AM (C),YOSA,,Cameroon (Elite Two),-,"$3,900 p/a",,CMR,,-,"5'9""",160 lbs,Unknown,23.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,42.0,4.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,160
,James Wisdom,12095494,-,Unknown,Unknown,Unknown,Unknown,ST (C),ASFA-Yennenga,,Burkina Faso (Fasofoot D1),-,"$6,500 p/a",2026-06-30,NGA,,-,"6'2""",149 lbs,Unknown,18.0,,Scouting Required,Unknown,5,5.0,450.0,90.0,8.08,6.0,9.0,2.0,0.4,17.0,9.0,0.53,3.4,1.8,0.0,0.0,,0.0,2.05,0.0,,1.0,0.2,0.0,,100.0,20.0,60.0,12.0,0.6,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.12,,0.0,,0.12,0.0,0.0,0.0,,2.0,0.0,0.0,,,,,0.0,2.0,0.4,,6.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,1.0,72.0,,0.0,0.0,,0.0,1.25,0.41,2.05,0.0,,,,,,,,0.0,,0.0,5.0,,0.41,-0.05,0.09,0.43,,0.0,36.0,72.0,36.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.17,149
,Wassiou Ouro-Gnéni,2000090387,-,Unknown,Unknown,Unknown,Unknown,GK,ASC Kara,,Togo (Première Division du Togo),-,"$2,100 p/a",,TOG,,-,"6'1""",174 lbs,Unknown,28.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,4.0,6.5,0.0,2.0,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,174
Inj,Dové Womé,13102220,-,Unknown,Unknown,Unknown,Unknown,AM (RC),ASKO de Kara,,Togo (Première Division du Togo),-,"$4,800 p/a",,TOG,RSA,-,"5'9""",147 lbs,Unknown,34.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,6.8,0.0,2.0,,,,,,,,,,,,36.0,250.0,36.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,147
Wnt,Andrews Ntim,2000077870,-,Unknown,Unknown,Unknown,Unknown,DM,Asante Kotoko,,Ghana (Premier League),$8.75K,"$6,500 p/a",2026-06-30,GHA,,-,"5'11""",154 lbs,Unknown,25.0,,Scouting Required,$9K,0 (1),,11.0,11.0,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,6.0,,6.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,1.0,,0.0,,3.0,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,1.0,1.4,1.0,,1.0,,1.0,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,87.0,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,1.0,,,0.0,,0.0,,,2.0,85.0,3.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,154
Ask,Joseph Atule,2000047706,-,Unknown,Unknown,Unknown,Unknown,AM (L),Enyimba Aba,,Nigeria (NPFL),-,"$7,000 p/a",,NGA,,-,"5'3""",127 lbs,Unknown,25.0,,Scouting Required,Unknown,0 (2),,25.0,12.5,6.7,,,0.0,,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.06,0.0,,0.0,,1.0,,8.0,,5.0,,0.63,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,1.0,,1.0,,3.0,,,,1.0,,0.0,,1.0,0.0,,,,,,0.0,0.06,,,,,,,,,0.0,2.2,2.0,,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,156.0,,,,,0.0,,,0.06,,,,,,7.5,1.0,2.0,1.0,,0.0,1.0,,,-0.06,,0.0,,,17.0,145.0,17.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,127
,Jide Fatokun,2000045418,-,Unknown,Unknown,Unknown,Unknown,M (C),Remo Stars,,Nigeria (Second Division),-,"$19,250 p/a",2027-07-31,NGA,,-,"6'0""",176 lbs,Unknown,27.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,189.0,14.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,176
,Christian Bedibeleck,2000044828,-,Unknown,Unknown,Unknown,Unknown,AM (L),Les Astres,,Cameroon (Elite One),-,"$13,000 p/a",2027-06-30,CMR,,-,"5'10""",180 lbs,Unknown,28.0,,Scouting Required,Unknown,1,1.0,90.0,90.0,7.5,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,1.0,28.0,28.0,25.0,25.0,0.89,8.0,2.0,,6.0,0.0,0.0,0.25,4.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,11.0,11.0,3.0,18.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,6.0,0.0,0.0,14.0,,0.0,0.0,,0.0,,,8.0,2.0,0.0,6.0,1.0,9.7,6.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,,2.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.0,52.0,,1.0,2.0,,1.0,1.35,0.0,0.0,,,,,,,,,0.0,,1.0,0.0,,0.0,0.0,0.26,0.26,,,6.0,50.0,6.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,180
,Drissa Diarrassouba,13112734,-,Unknown,Unknown,Unknown,Unknown,M (C),Eding Sport,,Cameroon (Elite One),-,"$1,400 p/a",,CIV,,-,"5'8""",163 lbs,Unknown,30.0,,Scouting Required,Unknown,0 (1),,25.0,25.0,6.5,,,0.0,,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.22,0.0,,0.0,,0.0,,10.0,,10.0,,1.0,8.0,3.0,,0.0,0.0,0.0,,1.0,,,0.0,,1.0,,1.0,,3.0,,,,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.22,,,,,,,,,0.0,2.2,2.0,,1.0,,0.5,0.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,101.0,,,,,1.0,,,0.22,,,,,,,,,1.0,,0.0,0.0,,,-0.22,,0.0,,,15.0,100.0,15.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,163
,Joël Ngon a Tiati,2000044789,-,Unknown,Unknown,Unknown,Unknown,AM (L),Dynamo Douala,,Cameroon (Elite One),-,"$1,500 p/a",2026-06-30,CMR,,-,"5'7""",160 lbs,Unknown,29.0,,Scouting Required,Unknown,3,3.0,210.0,147.0,7.7,,,1.0,0.43,6.0,1.0,0.17,2.57,0.43,1.0,1.0,,0.0,1.64,0.0,,0.0,,6.0,2.57,72.0,30.86,60.0,25.71,0.83,20.0,3.0,,9.0,0.0,0.0,0.29,12.0,0.43,0.0,0.0,4.71,11.0,6.86,16.0,9.0,21.0,4.71,12.86,2.57,6.0,1.29,3.0,4.29,10.0,0.0,5.57,0.43,0.0,10.71,,0.0,0.27,,1.71,,0.17,8.57,1.29,0.0,3.86,9.0,18.5,14.0,6.0,1.0,0.43,0.07,1.0,7.0,3.0,,0.0,0.0,0.0,6.0,2.57,4.0,,,,,,,,,,,,1.0,53.0,,1.79,1.07,,2.0,2.95,0.7,1.64,141.0,,,,,,,,1.0,,1.0,1.0,,0.7,-0.64,0.27,0.63,,0.0,9.0,46.0,9.0,,,,,,,,,,,,,,,,,,-,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5.58,160
,Pavelh Ndzila,13115379,GK,Goalkeeper,Defend,,,GK,APR FC,,Rwanda (Azam Rwanda Premier League),-,N/A,,CGO,,-,"6'1""",171 lbs,Right Only,30.0,,Scouting Required,Unknown,5 (1),5.0,464.0,77.33,6.67,,,1.0,0.19,1.0,1.0,1.0,0.19,0.19,1.0,1.0,,0.0,0.97,0.0,,0.0,,0.0,,120.0,23.28,67.0,13.0,0.56,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.97,0.0,0.0,,1.0,,,0.0,,4.0,0.0,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,11.0,2.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.0,,0.0,0.0,0.0,0.0,1.2,0.03,0.17,0.0,0.0,,,,,,,0.0,,0.0,6.0,,0.19,0.03,0.0,0.0,0.19,0.0,1.0,61.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,171
,Patrice Zoungrana,13112843,-,Unknown,Unknown,Unknown,Unknown,M (C),Salitas FC,,Burkina Faso (Fasofoot D1),-,"$14,000 p/a",2026-06-30,BFA,CRO,-,"5'7""",141 lbs,Unknown,30.0,,Scouting Required,Unknown,3 (1),3.0,292.0,73.0,7.5,,,1.0,0.31,7.0,3.0,0.43,2.16,0.92,0.0,0.0,,0.0,0.74,0.0,,1.0,0.31,0.0,,80.0,24.66,57.0,17.57,0.71,0.0,0.0,,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.11,,0.0,,0.14,0.0,0.0,0.0,,7.0,0.0,0.0,,,,,0.0,3.0,0.92,,5.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,217.0,,0.0,0.0,,0.0,1.3,0.23,0.74,0.0,,,,,6.95,0.0,2.0,0.0,,0.0,4.0,,0.23,0.26,0.01,0.04,,0.0,10.0,217.0,10.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,141
,Ayobami Junior,2000043291,-,Unknown,Unknown,Unknown,Unknown,M (C),Shooting Stars,,Nigeria (NPFL),-,"$8,750 p/a",2026-07-31,NGA,,-,"5'10""",156 lbs,Unknown,26.0,,Scouting Required,Unknown,2 (1),2.0,195.0,65.0,6.9,,,0.0,,2.0,0.0,0.0,0.92,0.0,0.0,0.0,,0.0,0.12,0.0,,0.0,,3.0,1.38,97.0,44.77,85.0,39.23,0.88,2.0,0.0,,3.0,0.0,0.0,0.0,4.0,0.46,0.0,0.0,3.69,8.0,1.85,4.0,8.77,19.0,7.85,16.15,1.38,3.0,0.0,0.0,0.92,2.0,0.0,1.85,0.0,0.0,9.23,,0.0,0.06,,0.0,,,0.92,0.0,0.0,1.38,2.0,15.5,13.0,6.0,9.0,4.15,0.69,0.0,4.0,1.85,,2.0,1.0,0.0,5.0,2.31,0.0,,,,,,,,,,,,0.0,138.0,,0.46,1.38,,1.0,1.15,0.06,0.12,,,,,,,,,0.0,,2.0,1.0,,0.06,-0.12,0.05,0.1,,,5.0,122.0,6.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,156
FrA,Kofi Amofa,2002089236,-,Unknown,Unknown,Unknown,Unknown,ST (C),,,Ghana,-,-,,GHA,ENG,-,"6'0""",160 lbs,Unknown,17.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,160
FrA,Ibrahim Nuhu,2000034295,-,Unknown,Unknown,Unknown,Unknown,DM,,,Ghana,-,-,,GHA,,-,"6'0""",160 lbs,Unknown,17.0,,Scouting Required,$0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,160
Inj,Lumor Jalilu,2002081649,-,Unknown,Unknown,Unknown,Unknown,AM (C),Great Olympics,,Ghana (Premier League),-,"$6,500 p/a",2026-07-31,GHA,,-,"5'1""",125 lbs,Unknown,17.0,,Scouting Required,Unknown,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,125
,Razak Issah,13232029,GK,Goalkeeper,Defend,,,GK,Eleven Wonders,,Ghana (Premier League),-,"$6,500 p/a",,GHA,,-,"6'4""",182 lbs,Right,32.0,,Scouting Required,Unknown,7,7.0,630.0,180.0,6.96,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,2.0,0.29,84.0,12.0,45.0,6.43,0.54,,,,0.0,,,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.43,9.86,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,0.04,,0.0,0.26,10.57,,,,,0.0,,1.0,14.9,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.71,,6.0,0.86,2.0,-5.75,5.0,3.0,8.0,-0.09,1.0,0.0,,1.0,95.0,5.0,3.17,1.83,6.0,14.0,3.45,0.0,0.0,,81.0,,,,,,,4.0,,0.0,3.0,,0.0,0.0,0.0,0.0,0.29,,1.0,91.0,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,182
